placeId,address,category,phone,googleUrl,bizWebsite,storeName,ratingText,stars,numberOfReviews
place,"Jl. Prajurit KKO Usman dan Harun No.42 1, RT.1/RW.5Tutup ⋅ Buka Sen pukul 08.00","Kantor Perwakilan Bank Indonesia Provinsi DKI Jakarta  4,4(241)Bank",(021) 3453494,https://www.google.com/maps/place/Kantor+Perwakilan+Bank+Indonesia+Provinsi+DKI+Jakarta/data=!4m7!3m6!1s0x2e69f436a62c8bf5:0xb65bab7742b88ed6!8m2!3d-6.1804137!4d106.8358231!16s%2Fg%2F11bw472qq7!19sChIJ9Ysspjb0aS4R1o64QnerW7Y?authuser=0&hl=id&rclk=1,,Kantor Perwakilan Bank Indonesia Provinsi DKI Jakarta,4.4(241),,
place,"Jl. Petojo Binatu II No.20B, RT.4/RW.8Tutup ⋅ Buka Sen pukul 08.30","Bank DKI  4,2(97)Bank",(021) 80655555,https://www.google.com/maps/place/Bank+DKI/data=!4m7!3m6!1s0x2e69f678c0648df5:0xf7215548d49e363f!8m2!3d-6.1693771!4d106.8185951!16s%2Fg%2F11b6t3ltzr!19sChIJ9Y1kwHj2aS4RPzae1EhVIfc?authuser=0&hl=id&rclk=1,,Bank DKI,4.2(97),,
place,"Jl. Kebon Sirih No.72-74, RT.2/RW.3Tutup ⋅ Buka Sen pukul 07.30","Bank Indonesia, Gedung Arsek-Tipikal  4,6(77)Kantor Pemerintah Negara Bagian",(021) 29818000,"https://www.google.com/maps/place/Bank+Indonesia,+Gedung+Arsek-Tipikal/data=!4m7!3m6!1s0x2e69f4299dd8e2a9:0x634252acaf95daef!8m2!3d-6.1826545!4d106.8206391!16s%2Fg%2F11c2pzk3bc!19sChIJqeLYnSn0aS4R79qVr6xSQmM?authuser=0&hl=id&rclk=1",,"Bank Indonesia, Gedung Arsek-Tipikal",4.6(77),,
place,Jl. Tiang Bendera III No.26-32Tutup ⋅ Buka Sen pukul 07.30,"Bank Jasa Jakarta - Kantor Pusat  4,3(22)Bank",(021) 6902611,https://www.google.com/maps/place/Bank+Jasa+Jakarta+-+Kantor+Pusat/data=!4m7!3m6!1s0x2e69f6027ed75911:0xc784fd50061fc967!8m2!3d-6.1362772!4d106.8093805!16s%2Fg%2F11r8_06yx!19sChIJEVnXfgL2aS4RZ8kfBlD9hMc?authuser=0&hl=id&rclk=1,,Bank Jasa Jakarta - Kantor Pusat,4.3(22),,
place,Jl. Gajah Mada No.27E-FTutup ⋅ Buka Sen pukul 07.30,"Bank Jasa Jakarta  5,0(1)Bank",(021) 6332668,https://www.google.com/maps/place/Bank+Jasa+Jakarta/data=!4m7!3m6!1s0x2e69f609b12b0b4d:0x307a3df85bb4db2f!8m2!3d-6.1591079!4d106.818421!16s%2Fg%2F11r9cbtrm!19sChIJTQsrsQn2aS4RL9u0W_g9ejA?authuser=0&hl=id&rclk=1,,Bank Jasa Jakarta,5.0(1),,
place,Pertokoan Glodok Plaza Blok H No. 37-38Tutup ⋅ Buka Sen pukul 08.30,Bank Jasa Jakarta  Tidak ada ulasanBank,(021) 6280202,https://www.google.com/maps/place/Bank+Jasa+Jakarta/data=!4m7!3m6!1s0x2e69f60773b8bc73:0xb7accbdd3b8f9959!8m2!3d-6.142912!4d106.8169493!16s%2Fg%2F1q62k_xn8!19sChIJc7y4cwf2aS4RWZmPO93LrLc?authuser=0&hl=id&rclk=1,,Bank Jasa Jakarta,Tidak ada ulasan,,
place,"Gedung Samporna Strategic Square Lt. Mezzanine, Jl. Jend. Sudirman Kav. 45-46, Karet Semanggi, Setiabudi, RT.3/RW.4Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Gedung Sampoerna Strategic  4,9(65)Bank",(021) 57952108,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Gedung+Sampoerna+Strategic/data=!4m7!3m6!1s0x2e69f154d5a28c97:0x9a8b1ed1fe5c5935!8m2!3d-6.2167773!4d106.8181787!16s%2Fg%2F1pzrckpq1!19sChIJl4yi1VTxaS4RNVlc_tEei5o?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Gedung Sampoerna Strategic,4.9(65),,
place,"Gedung Prasada Sasana Karya, Jl. Suryopranoto No.8 4, RT.1/RW.8Tutup ⋅ Buka Sen pukul 08.00","Bank DKI  4,2(5)Bank",,https://www.google.com/maps/place/Bank+DKI/data=!4m7!3m6!1s0x2e69f7c679d441a7:0x6685d4b173ce35e5!8m2!3d-6.1695711!4d106.8180872!16s%2Fg%2F11q88trkby!19sChIJp0HUecb3aS4R5TXOc7HUhWY?authuser=0&hl=id&rclk=1,,Bank DKI,4.2(5),,
place,Jl. Matraman Raya No.52 Lt.3Tutup ⋅ Buka Sen pukul 08.00,"PT Bank Danamon Indonesia, Tbk - Kanwil I DKI Jakarta  4,3(86)Bank",1 500 090,"https://www.google.com/maps/place/PT+Bank+Danamon+Indonesia,+Tbk+-+Kanwil+I+DKI+Jakarta/data=!4m7!3m6!1s0x2e69f46451bbf82f:0xcc523d70f354ecdb!8m2!3d-6.2033468!4d106.8565111!16s%2Fg%2F11f_j9jcgb!19sChIJL_i7UWT0aS4R2-xU83A9Usw?authuser=0&hl=id&rclk=1",,"PT Bank Danamon Indonesia, Tbk - Kanwil I DKI Jakarta",4.3(86),,
place,"Wisma Bisnis Indonesia, Jl. K.H. Mas Mansyur No.12 A, RT.10/RW.6Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Wisma Bisnis Indonesia  4,5(8)Bank",(021) 5900645,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Wisma+Bisnis+Indonesia/data=!4m7!3m6!1s0x2e69f6a7e8e80957:0x9245d7e49d2a7569!8m2!3d-6.2060202!4d106.815871!16s%2Fg%2F1tcy_0j3!19sChIJVwno6Kf2aS4RaXUqneTXRZI?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Wisma Bisnis Indonesia,4.5(8),,
place,"Jl. M.H. Thamrin No.2, RT.2/RW.3Tutup ⋅ Buka Sen pukul 08.00","Bank Indonesia Kebon Sirih  4,1(43)Bank Sentral",(021) 1500131,https://www.google.com/maps/place/Bank+Indonesia+Kebon+Sirih/data=!4m7!3m6!1s0x2e69f429939c472d:0x1c9b6fe6a5d7a5ad!8m2!3d-6.1825002!4d106.8195564!16s%2Fg%2F11fzf5zyqp!19sChIJLUeckyn0aS4RraXXpeZvmxw?authuser=0&hl=id&rclk=1,,Bank Indonesia Kebon Sirih,4.1(43),,
place,"Jl. M. Ikhwan Ridwan Rais No.10-18 14, RT.14/RW.2Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Wisma Alia  4,6(103)Bank",(021) 2311533,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Wisma+Alia/data=!4m7!3m6!1s0x2e69f4319b8c857f:0xb00617dac3baa704!8m2!3d-6.1820952!4d106.8325626!16s%2Fg%2F1q67g1964!19sChIJf4WMmzH0aS4RBKe6w9oXBrA?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Wisma Alia,4.6(103),,
place,"Jl. Medan Merdeka Sel. No.8, RT.11/RW.9Tutup ⋅ Buka Sen pukul 08.30","Bank DKI KCU Balaikota  4,5(97)Bank",(021) 2313306,https://www.google.com/maps/place/Bank+DKI+KCU+Balaikota/data=!4m7!3m6!1s0x2e69f42c2ffbdf65:0xbc1f389d96d3ad5!8m2!3d-6.1810379!4d106.8280325!16s%2Fg%2F1hc10cy17!19sChIJZd_7Lyz0aS4R1Tpt2YnzwQs?authuser=0&hl=id&rclk=1,,Bank DKI KCU Balaikota,4.5(97),,
place,"Jl. Tanah Abang I No. 1, Kel. Petojo Selatan, Kec. Gambir, RT.14/RW.8Tutup ⋅ Buka Sen pukul 08.00","Bank DKI KCP Walikota Jakarta Pusat  4,8(27)Bank",(021) 3521460,https://www.google.com/maps/place/Bank+DKI+KCP+Walikota+Jakarta+Pusat/data=!4m7!3m6!1s0x2e69f5d5ef994823:0xff300fba732b7c44!8m2!3d-6.17357!4d106.8185724!16s%2Fg%2F1hc29b0y3!19sChIJI0iZ79X1aS4RRHwrc7oPMP8?authuser=0&hl=id&rclk=1,,Bank DKI KCP Walikota Jakarta Pusat,4.8(27),,
place,"Jl. Ir. H. Juanda 3 No.7 9, RT.7/RW.2Tutup ⋅ Buka Sen pukul 08.00","Bank DKI  3,4(238)Bank",(021) 2314567,https://www.google.com/maps/place/Bank+DKI/data=!4m7!3m6!1s0x2e69f5d0ad7aba45:0x8ad3918f060aff6f!8m2!3d-6.1656582!4d106.8232339!16s%2Fg%2F1tdjtfpj!19sChIJRbp6rdD1aS4Rb_8KBo-R04o?authuser=0&hl=id&rclk=1,,Bank DKI,3.4(238),,
place,"Jl. Thamrin Boulevard No.A12, RT.3/RW.8Tutup ⋅ Buka Sen pukul 08.00","Amar Bank  4,6(7.507)Bank",(021) 40005859,https://www.google.com/maps/place/Amar+Bank/data=!4m7!3m6!1s0x2e69f6a02262c1ff:0x845a7389eaddde15!8m2!3d-6.1980072!4d106.8170215!16s%2Fg%2F11bwql6bzw!19sChIJ_8FiIqD2aS4RFd7d6olzWoQ?authuser=0&hl=id&rclk=1,,Amar Bank,4.6(7.507),,
place,"Jl. M.H. Thamrin No.1 Store 16 - 17, RT.1/RW.5Tutup ⋅ Buka Sen pukul 09.00","Bank Mandiri  4,6(157)Bank",(021) 23580830,https://www.google.com/maps/place/Bank+Mandiri/data=!4m7!3m6!1s0x2e69f421c2730447:0x4ecc1fa19904f1fe!8m2!3d-6.1946606!4d106.8216488!16s%2Fg%2F1td0jtpl!19sChIJRwRzwiH0aS4R_vEEmaEfzE4?authuser=0&hl=id&rclk=1,,Bank Mandiri,4.6(157),,
place,"6, Jl. Cut Mutia No.16, RT.4/RW.2(021) 3927781","Bank Mandiri  4,7(124)Bank",,https://www.google.com/maps/place/Bank+Mandiri/data=!4m7!3m6!1s0x2e69f43a0bea5a3b:0xa2d091f57ac8cc69!8m2!3d-6.18685!4d106.834059!16s%2Fg%2F11dx8nk33x!19sChIJO1rqCzr0aS4RaczIevWR0KI?authuser=0&hl=id&rclk=1,,Bank Mandiri,4.7(124),,
place,"Grand ITC Permata Hijau., RT.12/RW.10Tutup ⋅ Buka Sen pukul 08.00","Bank DKI  4,1(29)Bank",(021) 53663433,https://www.google.com/maps/place/Bank+DKI/data=!4m7!3m6!1s0x2e69f133caab89f7:0xeee155be28256cd5!8m2!3d-6.2205684!4d106.7824139!16s%2Fg%2F1hf2qjhkf!19sChIJ94mryjPxaS4R1WwlKL5V4e4?authuser=0&hl=id&rclk=1,,Bank DKI,4.1(29),,
place,"Jl. Jenderal Sudirman No.Kav 32 2, RT.3/RW.2Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Berdharma  4,8(46)Bank",(021) 5701916,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Berdharma/data=!4m7!3m6!1s0x2e69f6ab4c3e5673:0xee4ca748a80348ea!8m2!3d-6.214708!4d106.8177222!16s%2Fg%2F1thv28nx!19sChIJc1Y-TKv2aS4R6kgDqEinTO4?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Berdharma,4.8(46),,
place,"Jl. Jenderal Sudirman No.10 Kav 10-11, RT.10/RW.11Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Mid Plaza  4,6(219)Bank",(021) 5704560,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Mid+Plaza/data=!4m7!3m6!1s0x2e69f402edbbd8ed:0xbf5f5f08c2504b5!8m2!3d-6.2095303!4d106.821283!16s%2Fg%2F1hc0s47l7!19sChIJ7di77QL0aS4RtQQljPD19Qs?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Mid Plaza,4.6(219),,
place,"Apartemen Graha Cempaka Mas, Jl. Letjen Suprapto No.1, RT.14/RW.8Tutup ⋅ Buka Sen pukul 08.00","Bank DKI KC Cempaka Mas  3,5(105)Bank",(021) 4214401,https://www.google.com/maps/place/Bank+DKI+KC+Cempaka+Mas/data=!4m7!3m6!1s0x2e69f5055bd39251:0xd9e0bf59dbcdb93c!8m2!3d-6.164558!4d106.876305!16s%2Fg%2F1hc2d58w2!19sChIJUZLTWwX1aS4RPLnN21m_4Nk?authuser=0&hl=id&rclk=1,,Bank DKI KC Cempaka Mas,3.5(105),,
place,"JL Gunung Sahari Raya I No.1 Mall Mangga Dua Square Blok B No. 9, RT.11/RW.6Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Mangga Dua Square  4,3(44)Bank",(021) 62312970,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Mangga+Dua+Square/data=!4m7!3m6!1s0x2e69f5f7119b0deb:0x1e68fb893d079884!8m2!3d-6.1388132!4d106.8314991!16s%2Fg%2F1td3tt19!19sChIJ6w2bEff1aS4RhJgHPYn7aB4?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Mangga Dua Square,4.3(44),,
place,"Pasar Jatinegara Blok A Lantai 3 Los AKS No. 3, Balimester, JatinegaraTutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Pasar Jatinegara  5,0(25)Bank",(021) 85903370,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Pasar+Jatinegara/data=!4m7!3m6!1s0x2e69f37f10000001:0x29fbdc3bffbceec7!8m2!3d-6.2160005!4d106.8649847!16s%2Fg%2F1ptwg5ylg!19sChIJAQAAEH_zaS4Rx-68_zvc-yk?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Pasar Jatinegara,5.0(25),,
place,"Jl. Wijaya IX/F-4 No. 1 RT. 004 RW. 05, Kel. Melawai, Kec. Kebayoran Baru, RT.3/RW.1Tutup ⋅ Buka Sen pukul 08.00","Bank DKI KC Kebayoran Baru  2,8(11)Bank",(021) 2700150,https://www.google.com/maps/place/Bank+DKI+KC+Kebayoran+Baru/data=!4m7!3m6!1s0x2e69f16e8b052767:0x28445d0f35657dc1!8m2!3d-6.2443638!4d106.8012263!16s%2Fg%2F1tf2hvt7!19sChIJZycFi27xaS4RwX1lNQ9dRCg?authuser=0&hl=id&rclk=1,,Bank DKI KC Kebayoran Baru,2.8(11),,
place,"2, Jl. Falatehan I No.44, RT.2/RW.1Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta  4,8(146)Bank",(021) 2700504,https://www.google.com/maps/place/Bank+Mandiri+Jakarta/data=!4m7!3m6!1s0x2e69f170ffffffff:0x5015b9bdfd80fdd2!8m2!3d-6.2430525!4d106.8016954!16s%2Fg%2F1tlr2bz9!19sChIJ_____3DxaS4R0v2A_b25FVA?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta,4.8(146),,
place,"8, Jl. Sunda No.1, RT.8/RW.4Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Jalan Sunda  4,6(86)Bank",(021) 2300473,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Jalan+Sunda/data=!4m7!3m6!1s0x2e69f421c09a1f51:0xea4586be7fc8502d!8m2!3d-6.1885907!4d106.8250266!16s%2Fg%2F1tgyn79h!19sChIJUR-awCH0aS4RLVDIf76GReo?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Jalan Sunda,4.6(86),,
place,"Gedung Bimantara, Jl. Kebun Sirih 17-19, Kebon Sirih, Menteng, RT.15/RW.7Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Gedung Bimantara  4,8(36)Bank",(021) 3920105,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Gedung+Bimantara/data=!4m7!3m6!1s0x2e69f42ef567655d:0x8e3d7cfceef6a4ce!8m2!3d-6.1851432!4d106.8311122!16s%2Fg%2F1vk4r8d1!19sChIJXWVn9S70aS4RzqT27vx8PY4?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Gedung Bimantara,4.8(36),,
place,"Jl. Kapten Tendean No.127 1, RT.1/RW.2Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri KCP Jakarta Tendean  4,9(72)Bank",,https://www.google.com/maps/place/Bank+Mandiri+KCP+Jakarta+Tendean/data=!4m7!3m6!1s0x2e69f16011da34f5:0xd4b42b971a06776f!8m2!3d-6.2385504!4d106.8167214!16s%2Fg%2F1pp2x9rp1!19sChIJ9TTaEWDxaS4Rb3cGGpcrtNQ?authuser=0&hl=id&rclk=1,,Bank Mandiri KCP Jakarta Tendean,4.9(72),,
place,"Komp. Mitra Matraman Blok A1. 11-12, Jl. Matraman Raya No.148Tutup ⋅ Buka Sen pukul 07.30","Bank Jasa Jakarta - KCP Matraman  5,0(1)Bank",(021) 85918033,https://www.google.com/maps/place/Bank+Jasa+Jakarta+-+KCP+Matraman/data=!4m7!3m6!1s0x2e69f47eaf566de7:0xc47d1ac51242e15b!8m2!3d-6.1993698!4d106.854323!16s%2Fg%2F11c1wwnjv0!19sChIJ521Wr370aS4RW-FCEsUafcQ?authuser=0&hl=id&rclk=1,,Bank Jasa Jakarta - KCP Matraman,5.0(1),,
place,"Jl. Jenderal Sudirman No.9 1, RT.3/RW.2Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Ratu Plaza  4,8(95)Bank",(021) 2510911,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Ratu+Plaza/data=!4m7!3m6!1s0x2e69f14f3c1bfda3:0xf3607166bac043e7!8m2!3d-6.2265313!4d106.8014976!16s%2Fg%2F1tfq14p7!19sChIJo_0bPE_xaS4R50PAumZxYPM?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Ratu Plaza,4.8(95),,
place,"Jl. Wolter Monginsidi, RT.1/RW.4Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri  4,6(158)Bank",(021) 2702861,https://www.google.com/maps/place/Bank+Mandiri/data=!4m7!3m6!1s0x2e69f160102268dd:0x6cef691156a7d45f!8m2!3d-6.2386972!4d106.8117165!16s%2Fg%2F1tdj1mzy!19sChIJ3WgiEGDxaS4RX9SnVhFp72w?authuser=0&hl=id&rclk=1,,Bank Mandiri,4.6(158),,
place,"Wisma GKBI, Jl. Jenderal Sudirman No.28 19th Floor, RT.14/RW.1Tutup ⋅ Buka Sen pukul 08.00","IBK Indonesia Bank Head Office  5,0(9)Bank",(021) 57908888,https://www.google.com/maps/place/IBK+Indonesia+Bank+Head+Office/data=!4m7!3m6!1s0x2e69f71a914cb811:0xe613a2da2de3138f!8m2!3d-6.217471!4d106.8128545!16s%2Fg%2F11fpgt7znk!19sChIJEbhMkRr3aS4RjxPjLdqiE-Y?authuser=0&hl=id&rclk=1,,IBK Indonesia Bank Head Office,5.0(9),,
place,"Ruko Grand ITC Permata Hijau, Blok Emerald G 28, Jalan Arteri Permata Hijau, Grogol Utara, Kebayoran Lama, RT.11/RW.10Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri KCP Jakarta ITC Permata Hijau  4,8(65)Bank",(021) 53663322,https://www.google.com/maps/place/Bank+Mandiri+KCP+Jakarta+ITC+Permata+Hijau/data=!4m7!3m6!1s0x2e69f13287a08e73:0x59a69b1aebbd628b!8m2!3d-6.2213123!4d106.7839941!16s%2Fg%2F1tdk7g__!19sChIJc46ghzLxaS4Ri2K96xqbplk?authuser=0&hl=id&rclk=1,,Bank Mandiri KCP Jakarta ITC Permata Hijau,4.8(65),,
place,"Jl. Tebet Raya No.9B 20, RT.20/RW.1(021) 8310117","Bank Mandiri Jakarta Tebet Raya  4,7(98)Bank",,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Tebet+Raya/data=!4m7!3m6!1s0x2e69f39097484275:0x9592c696ca622704!8m2!3d-6.2296556!4d106.8501036!16s%2Fg%2F1tggdkwk!19sChIJdUJIl5DzaS4RBCdiypbGkpU?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Tebet Raya,4.7(98),,
place,"Gedung The Vida LG, Jl. Raya Perjuangan No. 8,, Kebon Jeruk, Kebon Jeruk, RT.1/RW.7(021) 5360735","Bank Mandiri Jakarta Kebon Jeruk Perjuangan  4,7(82)Bank",,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Kebon+Jeruk+Perjuangan/data=!4m7!3m6!1s0x2e69f7aa74b0e295:0xc083966413d3b1f8!8m2!3d-6.1910113!4d106.7595406!16s%2Fg%2F1td3bvml!19sChIJleKwdKr3aS4R-LHTE2SWg8A?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Kebon Jeruk Perjuangan,4.7(82),,
place,"Gedung Kementerian Luar Negeri, Jl. Taman Pejambon No.6, RT.9/RW.5Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Capem Kementerian Luar Negeri  4,8(25)Bank",(021) 34833899,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Capem+Kementerian+Luar+Negeri/data=!4m7!3m6!1s0x2e69f43348591a9b:0xb772e6e8f99ef8d5!8m2!3d-6.174192!4d106.8344157!16s%2Fg%2F1ygbbfpx3!19sChIJmxpZSDP0aS4R1fie-ejmcrc?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Capem Kementerian Luar Negeri,4.8(25),,
place,"JlGedung Mohammad Syafei Jl. Rawamangun Muka I No.11, RT.11/RW.14Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Universitas Negeri Jakarta  4,6(51)Bank",(021) 47884512,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Universitas+Negeri+Jakarta/data=!4m7!3m6!1s0x2e69f48d13aadc33:0x614249510b5c1cb4!8m2!3d-6.19662!4d106.8786377!16s%2Fg%2F1ygbbbg5v!19sChIJM9yqE430aS4RtBxcC1FJQmE?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Universitas Negeri Jakarta,4.6(51),,
